Churn Probability,Risk Level
0.27682593,Low Risk
0.41984984,Medium Risk
0.04937455,Low Risk
0.025047356,Low Risk
0.114433214,Low Risk
0.040559094,Low Risk
0.19343527,Low Risk
0.5489228,Medium Risk
0.038788937,Low Risk
0.10028226,Low Risk
0.13861203,Low Risk
0.024693595,Low Risk
0.9443371,High Risk
0.06453244,Low Risk
0.03967602,Low Risk
0.09256889,Low Risk
0.0059536225,Low Risk
0.02823903,Low Risk
0.34314996,Low Risk
0.008420303,Low Risk
0.22172092,Low Risk
0.5497701,Medium Risk
0.04561378,Low Risk
0.37002465,Low Risk
0.061884083,Low Risk
0.2356349,Low Risk
0.47446984,Medium Risk
0.012498195,Low Risk
0.10838646,Low Risk
0.013121278,Low Risk
0.09680556,Low Risk
0.014325102,Low Risk
0.12082638,Low Risk
0.5541418,Medium Risk
0.0247281,Low Risk
0.04674411,Low Risk
0.12520105,Low Risk
0.21947901,Low Risk
0.012354164,Low Risk
0.38002756,Low Risk
0.23214331,Low Risk
0.017694669,Low Risk
0.034813866,Low Risk
0.19360471,Low Risk
0.20855965,Low Risk
0.40853903,Medium Risk
0.9848668,High Risk
0.096186444,Low Risk
0.08895885,Low Risk
0.07671069,Low Risk
0.11818547,Low Risk
0.045701835,Low Risk
0.14708248,Low Risk
0.0044969046,Low Risk
0.014392431,Low Risk
0.14480416,Low Risk
0.365186,Low Risk
0.46322954,Medium Risk
0.12318523,Low Risk
0.10503082,Low Risk
0.30729136,Low Risk
0.27474758,Low Risk
0.9629954,High Risk
0.05147167,Low Risk
0.014414458,Low Risk
0.044209428,Low Risk
0.32407096,Low Risk
0.3913325,Low Risk
0.08306812,Low Risk
0.012542351,Low Risk
0.11130951,Low Risk
0.96623445,High Risk
0.49556774,Medium Risk
0.4532504,Medium Risk
0.07054914,Low Risk
0.26941642,Low Risk
0.03820214,Low Risk
0.109067656,Low Risk
0.06275989,Low Risk
0.07814007,Low Risk
0.1940297,Low Risk
0.17222026,Low Risk
0.030014813,Low Risk
0.15242416,Low Risk
0.14918655,Low Risk
0.21405564,Low Risk
0.16563945,Low Risk
0.44049376,Medium Risk
0.070943445,Low Risk
0.23019783,Low Risk
0.096551806,Low Risk
0.33151388,Low Risk
0.04089076,Low Risk
0.11866747,Low Risk
0.35030898,Low Risk
0.0064588557,Low Risk
0.08227781,Low Risk
0.07941191,Low Risk
0.37130862,Low Risk
0.014467705,Low Risk
0.17597082,Low Risk
0.021231087,Low Risk
0.089656614,Low Risk
0.122480996,Low Risk
0.6914771,Medium Risk
0.40704602,Medium Risk
0.44997236,Medium Risk
0.09949057,Low Risk
0.46989343,Medium Risk
0.06552063,Low Risk
0.025945267,Low Risk
0.09989745,Low Risk
0.07731417,Low Risk
0.96042234,High Risk
0.023606475,Low Risk
0.07089132,Low Risk
0.4265345,Medium Risk
0.19776654,Low Risk
0.10686396,Low Risk
0.22815059,Low Risk
0.059807632,Low Risk
0.09916715,Low Risk
0.02148626,Low Risk
0.011405471,Low Risk
0.015000947,Low Risk
0.32911584,Low Risk
0.12992686,Low Risk
0.073404476,Low Risk
0.04257882,Low Risk
0.20780024,Low Risk
0.8164281,High Risk
0.24503146,Low Risk
0.089494966,Low Risk
0.04769006,Low Risk
0.108584516,Low Risk
0.9588317,High Risk
0.9758992,High Risk
0.03472728,Low Risk
0.022602897,Low Risk
0.12933053,Low Risk
0.43904123,Medium Risk
0.09174619,Low Risk
0.18749651,Low Risk
0.07649394,Low Risk
0.08181549,Low Risk
0.18004656,Low Risk
0.042836104,Low Risk
0.15641573,Low Risk
0.0047079837,Low Risk
0.019026704,Low Risk
0.10883877,Low Risk
0.25345755,Low Risk
0.17813614,Low Risk
0.09004733,Low Risk
0.7322036,High Risk
0.04718226,Low Risk
0.10586577,Low Risk
0.48745435,Medium Risk
0.12357165,Low Risk
0.16781777,Low Risk
0.18900707,Low Risk
0.075309835,Low Risk
0.4674825,Medium Risk
0.2154805,Low Risk
0.059811268,Low Risk
0.018442694,Low Risk
0.087278225,Low Risk
0.10482386,Low Risk
0.11640133,Low Risk
0.21565479,Low Risk
0.029372068,Low Risk
0.6840343,Medium Risk
0.58626384,Medium Risk
0.8068679,High Risk
0.101167426,Low Risk
0.043930985,Low Risk
0.08529107,Low Risk
0.74235153,High Risk
0.03224669,Low Risk
0.9189723,High Risk
0.3324514,Low Risk
0.110044144,Low Risk
0.055973034,Low Risk
0.05030403,Low Risk
0.05111662,Low Risk
0.26399967,Low Risk
0.10700761,Low Risk
0.48649928,Medium Risk
0.81744814,High Risk
0.7495092,High Risk
0.06489632,Low Risk
0.22503491,Low Risk
0.11780408,Low Risk
0.18967883,Low Risk
0.060174394,Low Risk
0.07234787,Low Risk
0.059751604,Low Risk
0.034542326,Low Risk
0.013443873,Low Risk
0.06807128,Low Risk
0.36421973,Low Risk
0.36976072,Low Risk
0.6660522,Medium Risk
0.15043978,Low Risk
0.12708592,Low Risk
0.040471595,Low Risk
0.03358163,Low Risk
0.023034807,Low Risk
0.12568232,Low Risk
0.2572986,Low Risk
0.64026445,Medium Risk
0.04282937,Low Risk
0.89166343,High Risk
0.7877442,High Risk
0.4945471,Medium Risk
0.057060044,Low Risk
0.008591393,Low Risk
0.24420045,Low Risk
0.8203153,High Risk
0.5544397,Medium Risk
0.8298521,High Risk
0.728857,High Risk
0.06742708,Low Risk
0.7173949,High Risk
0.4775581,Medium Risk
0.028826086,Low Risk
0.032341808,Low Risk
0.049145114,Low Risk
0.12628298,Low Risk
0.27948803,Low Risk
0.10442135,Low Risk
0.09768487,Low Risk
0.25993803,Low Risk
0.17408878,Low Risk
0.92556906,High Risk
0.19955553,Low Risk
0.93319476,High Risk
0.04770563,Low Risk
0.15057594,Low Risk
0.14799711,Low Risk
0.77781904,High Risk
0.19220068,Low Risk
0.03133173,Low Risk
0.0249439,Low Risk
0.043961897,Low Risk
0.27817363,Low Risk
0.022572367,Low Risk
0.022206606,Low Risk
0.120726034,Low Risk
0.3799106,Low Risk
0.26468292,Low Risk
0.09999148,Low Risk
0.5603822,Medium Risk
0.20824891,Low Risk
0.20837861,Low Risk
0.043078847,Low Risk
0.14867446,Low Risk
0.8143175,High Risk
0.037908457,Low Risk
0.027682737,Low Risk
0.24329051,Low Risk
0.011903121,Low Risk
0.45487085,Medium Risk
0.36897653,Low Risk
0.058167204,Low Risk
0.07899954,Low Risk
0.20706138,Low Risk
0.24554351,Low Risk
0.021019652,Low Risk
0.10338079,Low Risk
0.06540434,Low Risk
0.29649365,Low Risk
0.10697424,Low Risk
0.06955105,Low Risk
0.05050476,Low Risk
0.06814006,Low Risk
0.23895155,Low Risk
0.08145586,Low Risk
0.16858475,Low Risk
0.21753402,Low Risk
0.35554218,Low Risk
0.19236338,Low Risk
0.20378509,Low Risk
0.39721632,Low Risk
0.018066583,Low Risk
0.058410488,Low Risk
0.05735972,Low Risk
0.31327492,Low Risk
0.2031948,Low Risk
0.39158064,Low Risk
0.20857386,Low Risk
0.009543539,Low Risk
0.1190382,Low Risk
0.051226918,Low Risk
0.11481027,Low Risk
0.059319597,Low Risk
0.9122126,High Risk
0.08410434,Low Risk
0.13751408,Low Risk
0.014262091,Low Risk
0.2360191,Low Risk
0.14109808,Low Risk
0.037340015,Low Risk
0.019116208,Low Risk
0.014288803,Low Risk
0.40406618,Medium Risk
0.54294974,Medium Risk
0.89295524,High Risk
0.6613492,Medium Risk
0.18921286,Low Risk
0.11546207,Low Risk
0.11519653,Low Risk
0.053142972,Low Risk
0.18464626,Low Risk
0.4477838,Medium Risk
0.09357796,Low Risk
0.115238465,Low Risk
0.31251392,Low Risk
0.014042121,Low Risk
0.17170423,Low Risk
0.010769693,Low Risk
0.018374635,Low Risk
0.25371173,Low Risk
0.03493306,Low Risk
0.074994504,Low Risk
0.3151502,Low Risk
0.20430022,Low Risk
0.32808805,Low Risk
0.88747555,High Risk
0.05550251,Low Risk
0.5543942,Medium Risk
0.06909044,Low Risk
0.023712499,Low Risk
0.05226271,Low Risk
0.29147276,Low Risk
0.18088248,Low Risk
0.09178081,Low Risk
0.4247433,Medium Risk
0.05336792,Low Risk
0.10215252,Low Risk
0.17696498,Low Risk
0.48689133,Medium Risk
0.016299214,Low Risk
0.16787443,Low Risk
0.2483875,Low Risk
0.88645005,High Risk
0.01276203,Low Risk
0.1691321,Low Risk
0.0808007,Low Risk
0.03340956,Low Risk
0.7154567,High Risk
0.081371516,Low Risk
0.16858044,Low Risk
0.057054605,Low Risk
0.021599723,Low Risk
0.13866271,Low Risk
0.21630576,Low Risk
0.019856872,Low Risk
0.083612934,Low Risk
0.98232734,High Risk
0.22690803,Low Risk
0.2754057,Low Risk
0.07834324,Low Risk
0.014293546,Low Risk
0.1323157,Low Risk
0.033011988,Low Risk
0.034436565,Low Risk
0.08161372,Low Risk
0.108000286,Low Risk
0.062621,Low Risk
0.023800949,Low Risk
0.02481116,Low Risk
0.3724076,Low Risk
0.01444357,Low Risk
0.45256168,Medium Risk
0.044629343,Low Risk
0.035236247,Low Risk
0.13860889,Low Risk
0.09228248,Low Risk
0.023557924,Low Risk
0.069904365,Low Risk
0.35511425,Low Risk
0.017415766,Low Risk
0.1014224,Low Risk
0.02013034,Low Risk
0.35153636,Low Risk
0.15234561,Low Risk
0.5506722,Medium Risk
0.049968842,Low Risk
0.019834671,Low Risk
0.26421016,Low Risk
0.66647553,Medium Risk
0.23135729,Low Risk
0.5144362,Medium Risk
0.63613147,Medium Risk
0.37025928,Low Risk
0.42422053,Medium Risk
0.013115623,Low Risk
0.017107714,Low Risk
0.31192875,Low Risk
0.48582032,Medium Risk
0.4693752,Medium Risk
0.11523707,Low Risk
0.01552995,Low Risk
0.28886384,Low Risk
0.12086419,Low Risk
0.038418327,Low Risk
0.0741267,Low Risk
0.044824615,Low Risk
0.16528472,Low Risk
0.010291283,Low Risk
0.064431205,Low Risk
0.08934626,Low Risk
0.036345072,Low Risk
0.10832022,Low Risk
0.02659373,Low Risk
0.49915636,Medium Risk
0.090297505,Low Risk
0.045043264,Low Risk
0.2123248,Low Risk
0.37341207,Low Risk
0.12080249,Low Risk
0.18001555,Low Risk
0.9116944,High Risk
0.08039342,Low Risk
0.17551446,Low Risk
0.023916699,Low Risk
0.017827276,Low Risk
0.29888844,Low Risk
0.009358471,Low Risk
0.08624947,Low Risk
0.9053098,High Risk
0.2137521,Low Risk
0.017316006,Low Risk
0.042333707,Low Risk
0.13404724,Low Risk
0.018961713,Low Risk
0.23176646,Low Risk
0.101293586,Low Risk
0.038671404,Low Risk
0.14371902,Low Risk
0.05983559,Low Risk
0.27900138,Low Risk
0.105997056,Low Risk
0.12596035,Low Risk
0.11370868,Low Risk
0.18979606,Low Risk
0.38064227,Low Risk
0.04540451,Low Risk
0.08969693,Low Risk
0.103924185,Low Risk
0.039877035,Low Risk
0.067853175,Low Risk
0.3120692,Low Risk
0.096466675,Low Risk
0.18391688,Low Risk
0.115411855,Low Risk
0.18727715,Low Risk
0.11569952,Low Risk
0.016407488,Low Risk
0.8527034,High Risk
0.07258925,Low Risk
0.8060482,High Risk
0.050587956,Low Risk
0.7158601,High Risk
0.10797387,Low Risk
0.033061624,Low Risk
0.10206928,Low Risk
0.010587992,Low Risk
0.14066613,Low Risk
0.4093091,Medium Risk
0.052289262,Low Risk
0.3041868,Low Risk
0.08619254,Low Risk
0.030644268,Low Risk
0.038996894,Low Risk
0.026265433,Low Risk
0.0378692,Low Risk
0.027725779,Low Risk
0.014308036,Low Risk
0.077278934,Low Risk
0.18973836,Low Risk
0.44283962,Medium Risk
0.14376257,Low Risk
0.019214107,Low Risk
0.6595647,Medium Risk
0.042575378,Low Risk
0.04904096,Low Risk
0.12708433,Low Risk
0.11502246,Low Risk
0.26470914,Low Risk
0.47389233,Medium Risk
0.31989837,Low Risk
0.096487105,Low Risk
0.47547674,Medium Risk
0.26123488,Low Risk
0.08530323,Low Risk
0.049881358,Low Risk
0.046557963,Low Risk
0.5690099,Medium Risk
0.020696329,Low Risk
0.26483858,Low Risk
0.1558164,Low Risk
0.401646,Medium Risk
0.039720815,Low Risk
0.47983357,Medium Risk
0.87219876,High Risk
0.13078383,Low Risk
0.08836795,Low Risk
0.13902447,Low Risk
0.031440802,Low Risk
0.0431401,Low Risk
0.038649306,Low Risk
0.39450717,Low Risk
0.016903467,Low Risk
0.183123,Low Risk
0.032735206,Low Risk
0.8257571,High Risk
0.89616555,High Risk
0.4424247,Medium Risk
0.048840154,Low Risk
0.16137746,Low Risk
0.21994331,Low Risk
0.2954966,Low Risk
0.16914381,Low Risk
0.07556096,Low Risk
0.26343122,Low Risk
0.32904255,Low Risk
0.013073288,Low Risk
0.2920865,Low Risk
0.11607916,Low Risk
0.3370543,Low Risk
0.07233958,Low Risk
0.87565905,High Risk
0.023522297,Low Risk
0.18507035,Low Risk
0.08224622,Low Risk
0.052340314,Low Risk
0.01266055,Low Risk
0.010953696,Low Risk
0.048346348,Low Risk
0.38362744,Low Risk
0.67821264,Medium Risk
0.1908147,Low Risk
0.17007458,Low Risk
0.24803679,Low Risk
0.52853376,Medium Risk
0.18851672,Low Risk
0.031222017,Low Risk
0.13426855,Low Risk
0.2502172,Low Risk
0.051936205,Low Risk
0.041696362,Low Risk
0.55095756,Medium Risk
0.08341709,Low Risk
0.5088843,Medium Risk
0.6730168,Medium Risk
0.025195187,Low Risk
0.64429545,Medium Risk
0.013159863,Low Risk
0.029160766,Low Risk
0.21216224,Low Risk
0.13677628,Low Risk
0.023536708,Low Risk
0.5203003,Medium Risk
0.7574685,High Risk
0.24079035,Low Risk
0.074851625,Low Risk
0.06353205,Low Risk
0.65247375,Medium Risk
0.21887946,Low Risk
0.01716525,Low Risk
0.06711584,Low Risk
0.04748116,Low Risk
0.059014924,Low Risk
0.059230056,Low Risk
0.09512849,Low Risk
0.06489632,Low Risk
0.27240935,Low Risk
0.27704784,Low Risk
0.28336826,Low Risk
0.23803909,Low Risk
0.90633345,High Risk
0.23275056,Low Risk
0.7785871,High Risk
0.9439292,High Risk
0.020024942,Low Risk
0.11602878,Low Risk
0.051127132,Low Risk
0.028145375,Low Risk
0.06655264,Low Risk
0.12917702,Low Risk
0.1223502,Low Risk
0.2925435,Low Risk
0.068078846,Low Risk
0.16567658,Low Risk
0.022133715,Low Risk
0.098003045,Low Risk
0.04584682,Low Risk
0.010269717,Low Risk
0.14104077,Low Risk
0.2616014,Low Risk
0.02160332,Low Risk
0.5617138,Medium Risk
0.062324192,Low Risk
0.16315562,Low Risk
0.3784809,Low Risk
0.19717781,Low Risk
0.1468315,Low Risk
0.450073,Medium Risk
0.033936467,Low Risk
0.6583885,Medium Risk
0.08731375,Low Risk
0.1478903,Low Risk
0.010087058,Low Risk
0.32229358,Low Risk
0.02162266,Low Risk
0.288556,Low Risk
0.1119275,Low Risk
0.064961664,Low Risk
0.583144,Medium Risk
0.03790001,Low Risk
0.12248011,Low Risk
0.09968544,Low Risk
0.11136726,Low Risk
0.02922881,Low Risk
0.9862345,High Risk
0.26500264,Low Risk
0.01151472,Low Risk
0.058785778,Low Risk
0.008428051,Low Risk
0.03618017,Low Risk
0.18708722,Low Risk
0.06977218,Low Risk
0.0147607755,Low Risk
0.07589066,Low Risk
0.08930324,Low Risk
0.07756517,Low Risk
0.019075828,Low Risk
0.11516273,Low Risk
0.6438336,Medium Risk
0.24850775,Low Risk
0.01710793,Low Risk
0.025889223,Low Risk
0.05370806,Low Risk
0.88293636,High Risk
0.8101662,High Risk
0.34173065,Low Risk
0.18092045,Low Risk
0.08815263,Low Risk
0.15790518,Low Risk
0.039500915,Low Risk
0.6448317,Medium Risk
0.53039193,Medium Risk
0.08962063,Low Risk
0.015098906,Low Risk
0.31336504,Low Risk
0.11818799,Low Risk
0.26446894,Low Risk
0.080779895,Low Risk
0.081315644,Low Risk
0.96243805,High Risk
0.09987791,Low Risk
0.84676427,High Risk
0.021805573,Low Risk
0.18302634,Low Risk
0.09702959,Low Risk
0.025439866,Low Risk
0.5153815,Medium Risk
0.18181892,Low Risk
0.020286381,Low Risk
0.034377914,Low Risk
0.024042273,Low Risk
0.017363416,Low Risk
0.70829165,High Risk
0.086546816,Low Risk
0.08125792,Low Risk
0.102571465,Low Risk
0.10636262,Low Risk
0.033126444,Low Risk
0.3924862,Low Risk
0.06696648,Low Risk
0.06465806,Low Risk
0.019997727,Low Risk
0.033759505,Low Risk
0.09310661,Low Risk
0.051451232,Low Risk
0.01445817,Low Risk
0.22719063,Low Risk
0.085448205,Low Risk
0.09358914,Low Risk
0.9730688,High Risk
0.6436801,Medium Risk
0.05112644,Low Risk
0.027134392,Low Risk
0.09788795,Low Risk
0.3732404,Low Risk
0.12084763,Low Risk
0.35162178,Low Risk
0.04671207,Low Risk
0.044953074,Low Risk
0.023519192,Low Risk
0.29641742,Low Risk
0.021532776,Low Risk
0.053400062,Low Risk
0.15334614,Low Risk
0.34004432,Low Risk
0.1813441,Low Risk
0.16313568,Low Risk
0.3436682,Low Risk
0.028388942,Low Risk
0.8703798,High Risk
0.027569067,Low Risk
0.12211775,Low Risk
0.069092944,Low Risk
0.87936395,High Risk
0.07210187,Low Risk
0.07674503,Low Risk
0.027224986,Low Risk
0.14589752,Low Risk
0.42661068,Medium Risk
0.118459016,Low Risk
0.2230152,Low Risk
0.08462449,Low Risk
0.2294062,Low Risk
0.1903015,Low Risk
0.0523502,Low Risk
0.9452077,High Risk
0.53227013,Medium Risk
0.025911584,Low Risk
0.45816675,Medium Risk
0.12012839,Low Risk
0.024296006,Low Risk
0.07637162,Low Risk
0.016397802,Low Risk
0.018202722,Low Risk
0.77093846,High Risk
0.062365938,Low Risk
0.7659945,High Risk
0.039789412,Low Risk
0.32484517,Low Risk
0.18917108,Low Risk
0.09152016,Low Risk
0.05414983,Low Risk
0.85530025,High Risk
0.013063922,Low Risk
0.06848354,Low Risk
0.1064359,Low Risk
0.20930433,Low Risk
0.3020279,Low Risk
0.8904542,High Risk
0.037507,Low Risk
0.87958425,High Risk
0.036985833,Low Risk
0.4828157,Medium Risk
0.010466962,Low Risk
0.01636458,Low Risk
0.009098518,Low Risk
0.010203269,Low Risk
0.16995427,Low Risk
0.07011931,Low Risk
0.5961862,Medium Risk
0.019971877,Low Risk
0.5223951,Medium Risk
0.018848704,Low Risk
0.059793677,Low Risk
0.17923592,Low Risk
0.00979923,Low Risk
0.4779172,Medium Risk
0.23579577,Low Risk
0.047922358,Low Risk
0.027733432,Low Risk
0.07589011,Low Risk
0.08114184,Low Risk
0.044649344,Low Risk
0.036624316,Low Risk
0.17824417,Low Risk
0.016131274,Low Risk
0.032198694,Low Risk
0.27774745,Low Risk
0.79638445,High Risk
0.062314495,Low Risk
0.07529785,Low Risk
0.021644758,Low Risk
0.018006349,Low Risk
0.9431546,High Risk
0.009628904,Low Risk
0.047490314,Low Risk
0.033602882,Low Risk
0.04611481,Low Risk
0.03756872,Low Risk
0.24312264,Low Risk
0.055322137,Low Risk
0.24234255,Low Risk
0.76425344,High Risk
0.46827897,Medium Risk
0.032426942,Low Risk
0.054011762,Low Risk
0.12837477,Low Risk
0.022523798,Low Risk
0.03291666,Low Risk
0.76565975,High Risk
0.3612906,Low Risk
0.06879694,Low Risk
0.11756823,Low Risk
0.04534458,Low Risk
0.025360342,Low Risk
0.5257662,Medium Risk
0.5504293,Medium Risk
0.02827867,Low Risk
0.028502788,Low Risk
0.16659236,Low Risk
0.9869855,High Risk
0.68601024,Medium Risk
0.017790077,Low Risk
0.16129838,Low Risk
0.12800217,Low Risk
0.4017117,Medium Risk
0.32242107,Low Risk
0.029340886,Low Risk
0.87049764,High Risk
0.2975721,Low Risk
0.3117755,Low Risk
0.0120855,Low Risk
0.36667132,Low Risk
0.1727745,Low Risk
0.021176493,Low Risk
0.96957064,High Risk
0.32385322,Low Risk
0.3082491,Low Risk
0.0695718,Low Risk
0.107455105,Low Risk
0.013557703,Low Risk
0.05810403,Low Risk
0.08331811,Low Risk
0.8575046,High Risk
0.025885731,Low Risk
0.07245036,Low Risk
